group_id	prompt	win_utt	win_wav	lose_utt	lose_wav	input_num_candidates	num_candidates	dedupe_dropped_audio	final_pair_best_votes	final_pair_avg_margin	final_pair_avg_confidence
cer_000745	嗯，对，因为您往下改改成五十九了。您宽带您还要出三十，您不划算呀。您现在宽带，您只出二十吗？	cer_000745_011	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000745_011.wav	cer_000745_006	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000745_006.wav	30	30	0	2	2.0	5.0
cer_001097	杨先生，您四月的消费金额为一百一十五元。	cer_001097_026	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_001097_026.wav	cer_001097_011	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_001097_011.wav	30	30	0	3	3.3333	5.0
cer_000742	手机就无法通过运营商网络连接互联网。	cer_000742_007	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000742_007.wav	cer_000742_018	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000742_018.wav	30	30	0	3	2.3333	4.3333
cer_001091	其次，关于车险报案。	cer_001091_023	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_001091_023.wav	cer_001091_028	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_001091_028.wav	30	30	0	3	3.0	5.0
cer_000391	这个号码的归属地也是深圳。	cer_000391_026	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000391_026.wav	cer_000391_025	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000391_025.wav	30	30	0	3	4.0	5.0
cer_001449	请问您计划前往哪个大洲？	cer_001449_021	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_001449_021.wav	cer_001449_019	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_001449_019.wav	30	30	0	3	3.6667	5.0
cer_001448	那我为您登记一下。	cer_001448_027	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_001448_027.wav	cer_001448_009	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_001448_009.wav	30	30	0	2	1.0	4.3333
cer_000034	稍等，我查询一下您的号码实名状态。	cer_000034_008	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000034_008.wav	cer_000034_023	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000034_023.wav	30	30	0	3	4.0	5.0
cer_000743	好的，为您确认上门时间是明天上午九点。	cer_000743_025	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000743_025.wav	cer_000743_027	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000743_027.wav	30	30	0	3	1.6667	4.3333
cer_001094	选择日包。	cer_001094_001	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_001094_001.wav	cer_001094_028	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_001094_028.wav	30	30	0	3	4.6667	5.0
cer_000740	为您查询到。	cer_000740_003	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000740_003.wav	cer_000740_029	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000740_029.wav	30	30	0	2	1.3333	5.0
cer2_014_000014	行，那先这样，谢谢你啊。	cer2_014_000014_013	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer2_014_000014_013.wav	cer2_014_000014_014	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer2_014_000014_014.wav	60	30	30	3	3.6667	5.0
cer_001095	我现在为您办理十元的二十季、十二小时流量包。	cer_001095_021	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_001095_021.wav	cer_001095_026	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_001095_026.wav	30	30	0	3	4.0	5.0
cer2_014_000013	没关系，稍后我会给您发送一条短信。 里面包含理赔专员的联系方式和操作指引链接，稍后专员也会主动给您打电话，手把手教您通过手机上传资料。	cer2_014_000013_028	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer2_014_000013_028.wav	cer2_014_000013_019	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer2_014_000013_019.wav	60	30	30	3	3.0	4.3333
cer_001447	建议您通过官方渠道进行。	cer_001447_027	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_001447_027.wav	cer_001447_010	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_001447_010.wav	30	30	0	3	4.0	5.0
cer_000569	流量，还是办理套餐。	cer_000569_027	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000569_027.wav	cer_000569_026	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000569_026.wav	30	30	0	3	2.6667	4.3333
cer_000915	好的，请问您的手机有信号条吗？	cer_000915_017	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000915_017.wav	cer_000915_026	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000915_026.wav	30	30	0	3	3.3333	5.0
cer2_014_000010	那理赔款大概什么时候能下来？我这住院费挺贵的。	cer2_014_000010_019	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer2_014_000010_019.wav	cer2_014_000010_014	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer2_014_000010_014.wav	60	30	30	2	1.3333	4.0
cer_001092	杨先生，您七月的消费金额为一百二十七元。	cer_001092_014	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_001092_014.wav	cer_001092_000	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_001092_000.wav	30	30	0	3	3.0	5.0
cer_000563	请问还有什么可以帮助您的吗？	cer_000563_024	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000563_024.wav	cer_000563_006	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000563_006.wav	30	30	0	3	1.6667	4.0
cer2_014_000012	那太好了，APP上怎么操作？我不太会弄。	cer2_014_000012_011	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer2_014_000012_011.wav	cer2_014_000012_019	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer2_014_000012_019.wav	60	30	30	3	2.6667	5.0
cer_001444	请问您考虑降档的原因是什么呢？	cer_001444_014	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_001444_014.wav	cer_001444_027	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_001444_027.wav	30	30	0	3	3.6667	5.0
cer2_014_000011	我非常理解您的经济压力。 对于这类重大事故，我们可以申请“预付赔款”，您可以先将已有的医疗单据通过我们APP上传，审核通过后我们会先行垫付一部分医药费。	cer2_014_000011_029	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer2_014_000011_029.wav	cer2_014_000011_016	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer2_014_000011_016.wav	60	30	30	3	4.0	5.0
cer_000920	杨先生，我无法提供天气信息。	cer_000920_007	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000920_007.wav	cer_000920_027	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000920_027.wav	30	30	0	3	4.0	5.0
cer_000738	我暂时无法查询到您上个月的流量信息。	cer_000738_005	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000738_005.wav	cer_000738_014	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000738_014.wav	30	30	0	3	4.0	5.0
cer_000568	当前余额为一百元。	cer_000568_008	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000568_008.wav	cer_000568_022	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000568_022.wav	30	30	0	3	4.0	5.0
cer_001273	我尝试后台刷新网络状态看能否解决。	cer_001273_010	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_001273_010.wav	cer_001273_029	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_001273_029.wav	30	30	0	3	2.6667	4.6667
cer_000565	还是想查询一下当前的流量使用情况呢？	cer_000565_020	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000565_020.wav	cer_000565_011	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000565_011.wav	30	30	0	2	2.5	4.5
cer_000215	请您先尝试重启一下机顶盒。	cer_000215_008	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000215_008.wav	cer_000215_027	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000215_027.wav	30	30	0	3	3.3333	5.0
cer_001090	这个是预热的语句。生成预热的语句。我是来自华为媒体实验室的语音机器人UltraSpeech。	cer_001090_002	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_001090_002.wav	cer_001090_026	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_001090_026.wav	30	30	0	3	3.6667	5.0
cer_000921	不过您可以在到期前随时在手机营业厅里取消。	cer_000921_001	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000921_001.wav	cer_000921_021	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000921_021.wav	30	30	0	3	2.3333	4.3333
cer2_014_000009	暂时不需要您亲自去拍照。 鉴于事故涉及人员伤亡，我们会指派专门的理赔专员去交警队定损并去医院探视您，您只要安心养伤就好。	cer2_014_000009_012	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer2_014_000009_012.wav	cer2_014_000009_018	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer2_014_000009_018.wav	60	30	30	3	2.3333	4.0
cer_000919	赠送账户余额为零元。	cer_000919_023	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000919_023.wav	cer_000919_009	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000919_009.wav	30	30	0	3	4.0	5.0
cer_000566	我主要可以为您查询积分。	cer_000566_029	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000566_029.wav	cer_000566_014	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000566_014.wav	30	30	0	3	2.6667	4.6667
cer_001269	降档后将无法继续享受。	cer_001269_021	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_001269_021.wav	cer_001269_011	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_001269_011.wav	30	30	0	3	2.6667	5.0
cer_001271	好的。既然您的手机已经欠费关机。	cer_001271_018	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_001271_018.wav	cer_001271_005	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_001271_005.wav	30	30	0	3	3.0	5.0
cer2_005_000012	您考虑得很周全。在办理时，您可以联系我或者登录移动 APP，给副卡设置一个流量使用限额。比如每个月限额 10GB，超过后就会自动提醒或断网，这样既能保证孩子上网，也能防止流量超支。	cer2_005_000012_025	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer2_005_000012_025.wav	cer2_005_000012_005	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer2_005_000012_005.wav	60	30	30	3	3.3333	5.0
cer_001442	请问您的电话号码是幺三六三六三六七八九零吗？	cer_001442_022	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_001442_022.wav	cer_001442_021	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_001442_021.wav	30	30	0	3	4.0	5.0
cer_000048	选择一个既能表达诚意又不会造成经济压力的方案。	cer_000048_021	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000048_021.wav	cer_000048_008	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000048_008.wav	30	30	0	3	3.0	5.0
cer_000564	李先生，您二零二五年六月的消费金额为一百二十三元。	cer_000564_022	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000564_022.wav	cer_000564_019	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000564_019.wav	30	30	0	3	2.6667	4.3333
cer_000043	好的，请问您的车辆和人员有受伤情况吗？	cer_000043_001	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000043_001.wav	cer_000043_006	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000043_006.wav	30	30	0	3	3.0	5.0
cer_000918	您需要我为您查询具体的兑换内容吗？	cer_000918_009	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000918_009.wav	cer_000918_025	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000918_025.wav	30	30	0	3	4.0	5.0
cer_000916	还是想办理一张新的流量卡呢？	cer_000916_018	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000916_018.wav	cer_000916_013	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000916_013.wav	30	30	0	3	3.6667	4.6667
cer2_014_000007	收到，信息已录入。 关于您朋友身故的赔偿，我们需要您后续提供死亡证明和户籍注销证明；您本人的骨折住院，请保留好所有的门诊病历、住院发票和费用清单。	cer2_014_000007_029	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer2_014_000007_029.wav	cer2_014_000007_024	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer2_014_000007_024.wav	60	30	30	3	4.0	5.0
cer_001270	我们目前有多种短时流量包供您选择。	cer_001270_029	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_001270_029.wav	cer_001270_014	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_001270_014.wav	30	30	0	3	2.3333	5.0
cer2_005_000011	流量真的够分吗？我怕孩子刷视频把我的流量都扣光了。	cer2_005_000011_018	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer2_005_000011_018.wav	cer2_005_000011_026	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer2_005_000011_026.wav	60	30	30	3	3.6667	5.0
cer_000047	好的，请您提供详细的安装地址。	cer_000047_026	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000047_026.wav	cer_000047_011	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000047_011.wav	30	30	0	3	2.0	5.0
cer2_005_000007	听起来还行，但办新卡是不是很麻烦？还要去营业厅排队吧？	cer2_005_000007_018	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer2_005_000007_018.wav	cer2_005_000007_015	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer2_005_000007_015.wav	60	30	30	2	3.5	5.0
cer_000753	好的，刘先生。	cer_000753_004	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000753_004.wav	cer_000753_029	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000753_029.wav	30	30	0	2	2.3333	5.0
cer_000210	是的，月包在到期后会自动续订。	cer_000210_023	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000210_023.wav	cer_000210_004	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000210_004.wav	30	30	0	3	3.6667	5.0
cer_000752	或拨打当地的紧急服务电话。	cer_000752_025	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000752_025.wav	cer_000752_002	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000752_002.wav	30	30	0	3	3.0	4.6667
cer_000045	我理解您的顾虑。	cer_000045_021	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000045_021.wav	cer_000045_025	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000045_025.wav	30	30	0	3	2.3333	4.3333
cer_001268	请问您需要查询的是本月还是上个月的流量呢？	cer_001268_007	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_001268_007.wav	cer_001268_028	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_001268_028.wav	30	30	0	3	4.0	5.0
cer_000046	您可以根据您的需求选择合适的套餐。	cer_000046_024	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000046_024.wav	cer_000046_007	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000046_007.wav	30	30	0	2	1.6667	5.0
cer_000380	套餐外语音费八元。	cer_000380_005	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000380_005.wav	cer_000380_010	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000380_010.wav	30	30	0	3	3.6667	5.0
cer_001105	杨先生，您本月总共用了二十四季的数据流量。	cer_001105_001	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_001105_001.wav	cer_001105_014	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_001105_014.wav	30	30	0	3	4.0	5.0
cer2_005_000010	针对您提到的情况，如果您家人的号码本身就是咱们移动的，我们可以尝试办理“副卡绑定”；如果是新办卡，我们可以为您筛选一个和您主卡尾数接近的“家庭对号”，这样也比较好记。	cer2_005_000010_026	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer2_005_000010_026.wav	cer2_005_000010_015	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer2_005_000010_015.wav	60	30	30	3	3.0	4.6667
cer_001457	工单信息中的联系电话不会自动更新。	cer_001457_010	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_001457_010.wav	cer_001457_018	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_001457_018.wav	30	30	0	3	3.0	4.6667
cer_000914	很抱歉，我目前无法提供车险报案服务。	cer_000914_028	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000914_028.wav	cer_000914_015	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000914_015.wav	30	30	0	3	3.0	5.0
cer_001456	没关系，郑先生。	cer_001456_021	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_001456_021.wav	cer_001456_027	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_001456_027.wav	30	30	0	3	3.0	5.0
