group_id	prompt	win_utt	win_wav	lose_utt	lose_wav
21939	<|spk_1|>呃接单接单后。	21939_001	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/21939_001.wav	21939_020	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/21939_020.wav
16144	<|spk_1|>我知道这个准时宝的金额。	16144_024	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/16144_024.wav	16144_017	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/16144_017.wav
56657	<|spk_1|>行好的了解先生，您看是这样的先生，咱们商家就是说，表示说也会积极处理咱们的客户订单问题的，啊这次说，出来这个餐品的话确实是有点硬，没有达到咱们正常餐品要求，商家表示说也会马上进行整改的先生。	56657_023	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/56657_023.wav	56657_021	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/56657_021.wav
17760	<|spk_1|>对对对我了解您这边也是非常难过了请您先不要着急啦。	17760_019	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/17760_019.wav	17760_010	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/17760_010.wav
04458	<|spk_1|>啊就是给客户送错了是吧。	04458_024	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/04458_024.wav	04458_025	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/04458_025.wav
46069	<|spk_1|>咱们现在就说再次送过来可能是已经是不需要了是吧？	46069_010	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/46069_010.wav	46069_029	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/46069_029.wav
44595	<|spk_1|>好的了解了，非常感谢您，请您先挂机再见。	44595_025	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/44595_025.wav	44595_008	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/44595_008.wav
16179	<|spk_1|>嗯，我看到了先生。	16179_006	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/16179_006.wav	16179_004	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/16179_004.wav
30970	<|spk_1|>您好哎王女士您好啊现在咱们商家也在线了，现在咱们三方通话中。	30970_020	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/30970_020.wav	30970_006	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/30970_006.wav
intern_f01_01318	<|spk_1|>那请问这个房型是在第几层呢？请回答第几层或第几层至第几层。	intern_f01_01318_024	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/intern_f01_01318_024.wav	intern_f01_01318_020	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/intern_f01_01318_020.wav
01271	<|spk_1|>联系方式告知给商家吗，把您联系方式告知给商家您同意吗。	01271_012	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/01271_012.wav	01271_026	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/01271_026.wav
intern_f01_05101	<|spk_1|>哎好的，稍后我把详细信息发到您手机上。	intern_f01_05101_012	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/intern_f01_05101_012.wav	intern_f01_05101_028	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/intern_f01_05101_028.wav
11953	<|spk_1|>六六四五是吗？	11953_025	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/11953_025.wav	11953_029	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/11953_029.wav
24164	<|spk_1|>好的了解了先生了解了。	24164_019	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/24164_019.wav	24164_028	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/24164_028.wav
05579	<|spk_1|>我看到是之前有咱们的客服人员正在处理这个问题，说是有另外一个顾客下订单的时候把手机号码填错了，填到您那边去了。	05579_016	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/05579_016.wav	05579_029	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/05579_029.wav
intern_f01_04102	<|spk_1|>你好，我这边是美团生意贷的，为更好的帮您降低利息特送您一张。	intern_f01_04102_029	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/intern_f01_04102_029.wav	intern_f01_04102_028	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/intern_f01_04102_028.wav
36293	<|spk_1|>你好，我姓申，请问什么可以帮您？	36293_027	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/36293_027.wav	36293_026	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/36293_026.wav
00966	<|spk_1|>好的我看到了先生，请您稍等马上为您查看处理一下。	00966_026	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/00966_026.wav	00966_020	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/00966_020.wav
07300	<|spk_1|>啊我会联系这个下单嗯。	07300_010	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/07300_010.wav	07300_029	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/07300_029.wav
16918	<|spk_1|>嗯你现就要这个退款是吗先生。	16918_028	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/16918_028.wav	16918_027	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/16918_027.wav
08271	<|spk_1|>呃您这您这边，保留好餐品照片就可以了，先生餐品自行处理。	08271_004	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/08271_004.wav	08271_026	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/08271_026.wav
10767	<|spk_1|>您好我姓申，请问有什么可以帮您。	10767_000	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/10767_000.wav	10767_025	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/10767_025.wav
37318	<|spk_1|>哦好的了解先生您这边不需要任何操作直接上传餐品图片即可，我会联系商家给您处理的请您放心。	37318_027	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/37318_027.wav	37318_006	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/37318_006.wav
23629	<|spk_1|>对对对对，包括这个骑手问题呢确实是平台这边是坚决是不允许的女士，请放心。	23629_022	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/23629_022.wav	23629_002	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/23629_002.wav
16118	<|spk_1|>嗯不是您的一个问题先生，不是您的问题，您看包括这个商家我，我这边看到也是没有，没有因为您这个订单问题产生对商家有相应的这方面的一个呃。	16118_012	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/16118_012.wav	16118_029	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/16118_029.wav
52197	<|spk_1|>嗯您方便再给说一下好吗女士感谢您。	52197_029	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/52197_029.wav	52197_024	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/52197_024.wav
10813	<|spk_1|>您看先生对您这方面答复呢，确实是加量券包是个过期状态无法给您进行一个操作了。	10813_014	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/10813_014.wav	10813_028	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/10813_028.wav
01569	<|spk_1|>请稍等马上为您处理一下先生，那这样是您是在另，您另外一个美团账户中呢。	01569_014	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/01569_014.wav	01569_004	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/01569_004.wav
42485	<|spk_1|>嗯那这样女士您的这个，餐品这个金额请您稍等我查看一下请您稍等我看，请您稍等我查看一下有这个叫。	42485_020	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/42485_020.wav	42485_015	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/42485_015.wav
00447	<|spk_1|>确实非常抱歉了女士。	00447_020	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/00447_020.wav	00447_027	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/00447_027.wav
07663	<|spk_1|>先生您好非常抱歉让您久等了。	07663_026	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/07663_026.wav	07663_001	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/07663_001.wav
01874	<|spk_1|>那这样先生我的上级部门呢会在二十四小时回电您的五幺。	01874_010	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/01874_010.wav	01874_029	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/01874_029.wav
38757	<|spk_1|>就说呃商家给您打电话说有这个情况出现是吗？	38757_021	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/38757_021.wav	38757_004	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/38757_004.wav
41729	<|spk_1|>嗯那这样女士，麻烦您听到一段音乐后，不要挂机我马上联系骑手核实情况，您不要挂机我马上转接回来。	41729_029	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/41729_029.wav	41729_000	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/41729_000.wav
intern_f01_03781	<|spk_1|>我是美团点评工作人员，经系统核实您家。	intern_f01_03781_029	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/intern_f01_03781_029.wav	intern_f01_03781_028	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/intern_f01_03781_028.wav
30994	<|spk_1|>呃咱们客户您现在要求退款呢是这样情况吗？	30994_029	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/30994_029.wav	30994_001	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/30994_001.wav
19655	<|spk_1|>那这样先生，我会把您的信息呢进行一个再次的进行一个呃申诉的，也表示说您前几天就说呃手机丢失了是这样情况吗先生？那这样先生会记录下您的这个问题的。	19655_023	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/19655_023.wav	19655_002	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/19655_002.wav
18044	<|spk_1|>好的先生好的先生非常感谢您的接听。	18044_016	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/18044_016.wav	18044_025	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/18044_025.wav
46251	<|spk_1|>不是您的真实表现有吗？	46251_008	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/46251_008.wav	46251_025	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/46251_025.wav
37794	<|spk_1|>嗯，会在一，嗯，会在一，会在一到三个工作日原路返还到您的原支付账户，请您注意查收，马上为您进行办理退款，请您放心。	37794_019	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/37794_019.wav	37794_012	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/37794_012.wav
21042	<|spk_1|>您好我姓申请问有什么可以帮您。	21042_015	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/21042_015.wav	21042_001	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/21042_001.wav
19930	<|spk_1|>那这样女士，我会帮您转接，到帐户银行卡被盗。	19930_028	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/19930_028.wav	19930_026	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/19930_026.wav
45005	<|spk_1|>行好的也感谢您反馈这个问题。	45005_011	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/45005_011.wav	45005_024	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/45005_024.wav
41552	<|spk_1|>呃请您先挂机先生，那短信上，我给您发送过去了，客户的真实号码。	41552_001	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/41552_001.wav	41552_021	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/41552_021.wav
30972	<|spk_1|>啊您的订单金额一共是二十二元是吗？	30972_027	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/30972_027.wav	30972_002	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/30972_002.wav
31933	<|spk_1|>好的先生，那退款之后的话这笔订单将不给您进行结算了，告知您一下。	31933_006	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/31933_006.wav	31933_021	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/31933_021.wav
45270	<|spk_1|>这样的先生，确实是嗯由于咱咱们为了共同这个抗击疫情，避免咱们疫情扩散，保证咱们商户啊，骑手还有咱们用户骑用户的群体健康安全。	45270_026	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/45270_026.wav	45270_011	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/45270_011.wav
15724	<|spk_1|>好的非常感谢您。	15724_016	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/15724_016.wav	15724_025	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/15724_025.wav
51248	<|spk_1|>擀面皮的这个，您大概点什么物品呢？大概告知一下。	51248_023	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/51248_023.wav	51248_002	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/51248_002.wav
45867	<|spk_1|>是当时是，呃，骑手是表示说是送在咱们的一个，呃，门口保安这边呢，餐品给您放在门口保安箱子里面呢。	45867_001	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/45867_001.wav	45867_029	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/45867_029.wav
05173	<|spk_1|>女士您现在是需要等待这个餐品是吗。	05173_026	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/05173_026.wav	05173_002	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/05173_002.wav
15671	<|spk_1|>好的先生那请您保持电话畅通，我的同事会在三十分钟最晚三十分钟给您回电请耐心等待一下。	15671_023	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/15671_023.wav	15671_016	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/15671_016.wav
31214	<|spk_1|>那您看这样可以吗先生我这边马上补偿咱们客户您这边一张八元这个心意红包，代表美团对您歉意，十分抱歉给您带来麻烦了先生。	31214_027	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/31214_027.wav	31214_024	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/31214_024.wav
02634	<|spk_1|>您好我姓申，请问有什么可以帮您？	02634_026	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/02634_026.wav	02634_015	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/02634_015.wav
31829	<|spk_1|>您好，我姓申，请问什么可以帮您？	31829_024	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/31829_024.wav	31829_021	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/31829_021.wav
33777	<|spk_1|>那这样先生，是这样的，呃，是我看到咱们反馈的问题呢咱。	33777_023	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/33777_023.wav	33777_028	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/33777_028.wav
19382	<|spk_1|>对就是食安险，就商家也是为了，保证，啊就是每个客户，提供更好的服务，就是平台，让商家给客户，购买了这个食安险。	19382_012	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/19382_012.wav	19382_029	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/19382_029.wav
41251	<|spk_1|>麻烦您贵姓呢？	41251_015	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/41251_015.wav	41251_023	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/41251_023.wav
46183	<|spk_1|>请您稍等，正在为您进行查看，呃咱们其他餐品正常吗？	46183_028	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/46183_028.wav	46183_021	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/46183_021.wav
34279	<|spk_1|>呃就是年前确实无法开具了是吧，呃年后年后大概什么时间点能开呢。	34279_017	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/34279_017.wav	34279_001	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/34279_001.wav
16342	<|spk_1|>啊这个差额的情况下，就您当时不小心点多了是吗。	16342_017	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/16342_017.wav	16342_028	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/16342_028.wav
57927	<|spk_1|>啊麻烦咱们骑手给咱们送过来了没？收到餐品了吗？	57927_010	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/57927_010.wav	57927_025	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/57927_025.wav
37060	<|spk_1|>刚刚拿到是吧先生十分抱歉给您带来麻烦了先生。	37060_007	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/37060_007.wav	37060_029	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/37060_029.wav
15514	<|spk_1|>您看您这边是因为我看是无法提供这个餐洒这个照片，我这边是确实也没有办法给您进行一个核实处理了。	15514_028	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/15514_028.wav	15514_025	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/15514_025.wav
47126	<|spk_1|>那这样女士咱们的这笔订单金额的话，一共是三十点四八元是吧？	47126_027	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/47126_027.wav	47126_008	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/47126_008.wav
51225	<|spk_1|>没关系的女士如果您找咱们酒店这个技师，再次过来现场鉴定确实是质量问题，大小不合适就链接这边出现问题。	51225_012	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/51225_012.wav	51225_024	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/51225_024.wav
33483	<|spk_1|>好的了解了女士，请，请您先消消气女士，那这样您的投诉的话呢，也会嗯会马上进行处理会直接。	33483_027	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/33483_027.wav	33483_019	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/33483_019.wav
30562	<|spk_1|>嗯，咱们投诉商家给您进行一个配送严重超时是吗？	30562_026	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/30562_026.wav	30562_027	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/30562_027.wav
33585	<|spk_1|>哎，您好先生，您好，我是美团网的工作人员，就咱家这个粥故事，呃，今天的这个美团一百零五号单客户刚，刚刚下单的一百零五号单。	33585_020	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/33585_020.wav	33585_011	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/33585_011.wav
52694	<|spk_1|>对的，您的更改为您的，嗯，我看一下啊。	52694_029	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/52694_029.wav	52694_017	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/52694_017.wav
20432	<|spk_1|>先生您好非常抱歉让您久等了。	20432_029	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/20432_029.wav	20432_028	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/20432_028.wav
22805	<|spk_1|>吃出钢丝球了好先生麻烦您在线进行一个呃放心吃理赔，请您进行一下操作订单页面上有这样操作的。	22805_002	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/22805_002.wav	22805_022	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/22805_022.wav
32054	<|spk_1|>您现在还没有收到这个餐品吗？	32054_029	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/32054_029.wav	32054_023	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/32054_023.wav
41375	<|spk_1|>还有个农心石锅这个，是吗？	41375_023	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/41375_023.wav	41375_025	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/41375_025.wav
17644	<|spk_1|>哎对的对的原路返还的。	17644_025	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/17644_025.wav	17644_015	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/17644_015.wav
21319	<|spk_1|>平台已经是，用您的绑定的手机号，下的这个订单，已经是给您退钱了，包括还是今天的一个手机号，嗯但您现在表示说，今天的手机号是无法。	21319_015	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/21319_015.wav	21319_003	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/21319_003.wav
33245	<|spk_1|>您好先生，呃我，您好先生我是咱美团网的工作人员，咱家的美团九号单，九号单，客户表示说，呃个人填写，这个地址填写错误了，无法收到这个餐品，需要退款，呃咱们商家，您同意吗？	33245_027	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/33245_027.wav	33245_012	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/33245_012.wav
31949	<|spk_1|>好的，了解了先生，您别，呃，我从订单上，好的，了解了，非常感谢您	31949_016	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/31949_016.wav	31949_021	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/31949_021.wav
47125	<|spk_1|>我已经联系咱们商家了，我已经告知咱们商家其中把，呃其中一份这个餐品给咱们全部搞成素菜，不要荤菜商家已经得到这个消息的，我看到是已经是通知厨房给您进行个改餐了。	47125_025	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/47125_025.wav	47125_026	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/47125_026.wav
42102	<|spk_1|>啊，我会以充值卡形式充值到您的美团账户钱包余额中，这笔钱呢可以进行直接消费也可以进行提现的，一个小时之内充值到账。	42102_021	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/42102_021.wav	42102_012	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/42102_012.wav
56989	<|spk_1|>通常情况下是秒到账，秒到账通常情况。	56989_022	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/56989_022.wav	56989_010	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/56989_010.wav
07868	<|spk_1|>啊您麻烦您给客户打电话回复一下，说明下这个情况，您看到底怎么走，然后你尽快把这个餐品送到客户手中。	07868_026	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/07868_026.wav	07868_017	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/07868_017.wav
45660	<|spk_1|>请问还有其他可以帮您？	45660_026	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/45660_026.wav	45660_018	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/45660_018.wav
51925	<|spk_1|>啊嗯客户点了三份加粉，客户表示说只收到一份这个加粉，少送了两份，有可能是咱家咱们看错了，就数量是三不是一，您好女士我是美团网的工作人员。	51925_027	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/51925_027.wav	51925_026	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/51925_026.wav
44108	<|spk_1|>是的是的已经烧好了是吧？	44108_020	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/44108_020.wav	44108_026	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/44108_026.wav
11793	<|spk_1|>四个小时给您进行回电处理，您看这样可以吗先生。	11793_026	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/11793_026.wav	11793_029	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/11793_029.wav
43141	<|spk_1|>你好先生，请问还有其他可以帮您的吗？	43141_008	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/43141_008.wav	43141_014	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/43141_014.wav
32009	<|spk_1|>嗯，祝您生活愉快，请您先挂机再见。	32009_025	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/32009_025.wav	32009_026	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/32009_026.wav
22405	<|spk_1|>好女士我看到了您的这个订单请<n>正在为您查看。	22405_009	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/22405_009.wav	22405_029	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/22405_029.wav
10880	<|spk_1|>您看先生，确实非常抱歉，我这里没有为您查看到，您看这边，呃，方便就是，是您本机来电就是购买这个加量包吗？我这边为您，现在给您处理一下。	10880_018	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/10880_018.wav	10880_027	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/10880_027.wav
48168	<|spk_1|>嗯大概点什么餐品呢？	48168_016	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/48168_016.wav	48168_024	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/48168_024.wav
36864	<|spk_1|>那这样先生，他会退还到您的微信APP微信上先生，您查看一下您的微信中是否有呢？	36864_009	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/36864_009.wav	36864_027	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/36864_027.wav
02132	<|spk_1|>嗯收货人，收货人姓名和电话。	02132_024	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/02132_024.wav	02132_008	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/02132_008.wav
